시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,문화체육업종명,공사립구분명,보험가입여부코드,회원모집총인원
고양시,화정한국키즈태권도,20040407,,13,영업중,,031-971-8482,,10501,"경기도 고양시 덕양구 화정로 26, 별빛마을7단지 304호 (화정동)",경기도 고양시 덕양구 화정동 953 별빛마을7단지 304호,10501,37.6348949785,126.8286739388,태권도,184809.783064592    ,459084.904443985    ,체육도장업,사립,,0
고양시,경희대다온태권도장,20100830,,13,영업중,,,,10524,"경기도 고양시 덕양구 무원로 52, 301호 (행신동)",경기도 고양시 덕양구 행신동 727 ,10524,37.6174670460,126.8325245958,태권도,185153.524306687    ,457243.917575445    ,체육도장업,사립,,
고양시,일산최강태권도장,20051018,,13,영업중,,031-911-5550,,10356,"경기도 고양시 일산서구 강선로 192 (일산동, 후곡마을11단지상가동)",경기도 고양시 일산서구 일산동 1103 ,10356,37.6796526103,126.7720786439,태권도,179881.517673737    ,464064.818439632    ,체육도장업,사립,,
고양시,SKY현대태권도,20091008,,13,영업중,,,,,"경기도 고양시 일산동구 하늘마을1로 14, 801호 (중산동,조은프라자)",경기도 고양시 일산동구 중산동 1813 조은프라자 801호,410831,37.6750031677,126.7870585561,,181144.841327018    ,463644.897004219    ,체육도장업,사립,,100
고양시,SB Boxing Multi Gym,20170220,,13,영업중,,,,10208,"경기도 고양시 일산서구 가좌로 34-4, 음송프라자 2층 (가좌동)",경기도 고양시 일산서구 가좌동 461-14 음송프라자 ,10208,37.6918999013,126.7224043005,권투,175444.989324435    ,465529.944922424    ,체육도장업,사립,,0
고양시,용인대 K-TOP 태권도장,20180612,,13,영업중,,031-976-3859,,10310,"경기도 고양시 일산동구 중산로 70, 203~208호 (중산동)",경기도 고양시 일산동구 중산동 1841 ,10310,37.6787091910,126.7828611850,태권도,,,체육도장업,사립,,
고양시,고양 굿모닝 태권도장,20150409,,13,영업중,,031-925-2924,,10209,"경기도 고양시 일산서구 가좌3로 29, 2층 좌측호 (가좌동, 주현프라자)",경기도 고양시 일산서구 가좌동 405-6 주현프라자 2층좌호,411440,37.6873534222,126.7190946542,태권도,175149.935076249    ,465029.313910623    ,체육도장업,사립,,0
고양시,한국체대 천마 태권도장,20100429,,13,영업중,,031-977-8803,,410831,"경기도 고양시 일산동구 탄중로 324, 3층 (중산동)",경기도 고양시 일산동구 중산동 1570번지 3층,410831,37.6930436,126.7809850,,180618.272521887,465655.679680979,체육도장업,사립,,
고양시,드래곤복싱클럽,20170105,,13,영업중,,,,10306,"경기도 고양시 일산동구 숲속마을로 38, 602호 (풍동, 아크리아)",경기도 고양시 일산동구 풍동 1279-2번지,10306,37.6672997,126.7990716,,182206.939484054,462797.012861507,체육도장업,사립,,
고양시,고려인성태권도,20040806,,13,영업중,,031-978-1198,,10504,"경기도 고양시 덕양구 백양로 34, 옥빛마을15단지 201호 (화정동)",경기도 고양시 덕양구 화정동 1129번지 옥빛마을15단지 201호,10504,37.6285492,126.8334000,태권도,185229.810713487    ,458487.948898109    ,체육도장업,사립,,
고양시,용인대 목암 체육관,20081024,,13,영업중,,962-3737,,10270,"경기도 고양시 덕양구 푸른마을로 52, 푸른마을4단지 201호 (고양동)",경기도 고양시 덕양구 고양동 734번지 푸른마을4단지 201호,10270,37.7114301,126.9060537,태권도,191651.941789279    ,467677.658874234    ,체육도장업,사립,,
고양시,정함 체육관,20210813,,13,영업중,,031-926-2003,,10261,"경기도 고양시 일산동구 성현로 659, 3층 (사리현동)",경기도 고양시 일산동구 사리현동 1-9 ,10261,37.6940918088,126.8540927112,권투,187063.631359507    ,465743.111977286    ,체육도장업,사립,,0
고양시,국가대표 연세태권도,19990730,,13,영업중,,031-925-6534,,10239,"경기도 고양시 일산서구 일현로 140 (탄현동, 큰마을상가 304호)",경기도 고양시 일산서구 탄현동 121번지 큰마을APT단지내상가304호,411752,37.7008508,126.7649848,태권도,179210.594088434,466527.785777041,체육도장업,사립,,
고양시,연세덕이태권도장,20021101,,13,영업중,,031-921-2744,,10212,"경기도 고양시 일산서구 덕이로 187, 지하1층 (덕이동)",경기도 고양시 일산서구 덕이동 992-1번지 지하 1층,10212,37.6943736,126.7398573,태권도,176990.370237171,465814.616583023,체육도장업,사립,,
고양시,태권도입시 고양센터,20180424,,13,영업중,,,,10480,"경기도 고양시 덕양구 충장로282번길 117, 1층 (성사동)",경기도 고양시 덕양구 성사동 132-45번지,10480,37.6407968,126.8422550,태권도,186014.169950741,459847.062817308,체육도장업,사립,,
고양시,한국체대 태권도장,20080131,,13,영업중,,976-3232,,,"경기도 고양시 일산동구 중산로 103, 501호 (중산동,거풍프라자)",경기도 고양시 일산동구 중산동 1691번지 거풍프라자 501호,410315,37.6811597,126.7808730,,180605.602012172,464337.773567078,체육도장업,사립,,
고양시,액션 호랑이 태권도장,20070427,,13,영업중,,,,,"경기도 고양시 일산동구 경의로 315, 404호 (마두동,설촌상가)",경기도 고양시 일산동구 마두동 744번지 설촌상가 404호,410810,37.6579912,126.7931020,,181679.360412427,461763.898368176,체육도장업,사립,,
고양시,원당검도관,20130306,,13,영업중,,031-966-0101,,10464,"경기도 고양시 덕양구 고양대로1369번길 12-4, 201호 (성사동, 효림빌딩)",경기도 고양시 덕양구 성사동 703번지 ,10464,37.6549612,126.8365924,검도,185516.47151907     ,461420.038913673    ,체육도장업,사립,,
고양시,경희대정도체육관,20050114,,13,영업중,,031)979-1397,,10494,"경기도 고양시 덕양구 화신로 105 (행신동, 햇빛마을23단지아파트)",경기도 고양시 덕양구 행신동 955 햇빛마을 23단지 이삭유치원 3층 301호,,,,태권도,185685.021803131    ,457759.432006767    ,체육도장업,사립,,
고양시,경희대 동산 태권도장,20121204,,13,영업중,,,,10597,"경기도 고양시 덕양구 세솔로 25 (동산동, 동산마을22단지호반베르디움)",경기도 고양시 덕양구 동산동 144-9번지 208호,10596,37.6460786,126.8908645,태권도,190162,460639,체육도장업,사립,,
고양시,H3복싱체육관,20120517,,13,영업중,,921-8833,,10242,"경기도 고양시 일산서구 일현로 89, 4층 (탄현동)",경기도 고양시 일산서구 탄현동 142-55 4층 ,10242,37.6949363873,126.7643976218,권투,179149.312255149    ,465869.132204923    ,체육도장업,사립,,
고양시,용인대 YTA 태권도장,20020619,,13,영업중,,,,10375,"경기도 고양시 일산서구 대산로 102, 강선마을1단지 201호 (주엽동)",경기도 고양시 일산서구 주엽동 36번지 강선마을1단지 201호,10375,37.6744102865,126.7663274760,태권도,179150.76           ,463525.565          ,체육도장업,사립,,
고양시,탄현 승리태권도장,20130718,,13,영업중,,031-925-3321,,10345,"경기도 고양시 일산서구 현중로 8 (탄현동, 풍림상가동201,212호)","경기도 고양시 일산서구 탄현동 1585 풍림상가동201,212호 ",411782,37.6915567715,126.7687977907,태권도,179605.284415426    ,465528.342316582    ,체육도장업,사립,,
고양시,이레복싱클럽,20040519,,13,영업중,,962-8722,,10497,"경기도 고양시 덕양구 화정로 53 (화정동, 새롬프라자)",경기도 고양시 덕양구 화정동 969-1번지 새롬프라자 606/607호,10497,37.6352288909,126.8319237237,권투,185093.23232828     ,459216.214287851    ,체육도장업,사립,,
고양시,BB 복싱 & K.TOP 주짓수,20130520,,13,영업중,,031-902-8841,,10414,"경기도 고양시 일산동구 강석로 123, 지하1층1호 (마두동, 뉴삼창마트 A동)",경기도 고양시 일산동구 마두동 802번지 뉴삼창마트 A동 지하1층1호,410811,37.6518022,126.7787621,,180411.090858326,461078.7300066,체육도장업,사립,,
고양시,락 다이어트 복싱짐,20171124,,13,영업중,,070-8822-8212,,10364,"경기도 고양시 일산동구 무궁화로 37, 608호 (장항동)",경기도 고양시 일산동구 장항동 734-1번지 노블리제 608호,10364,37.6632148912,126.7681310310,,179477.093338576    ,462348.096233517    ,체육도장업,사립,,
고양시,한양대 하율 태권도,20130716,,13,영업중,,02-381-8074,,10588,"경기도 고양시 덕양구 덕수천1로 64, 2층 (삼송동)",경기도 고양시 덕양구 삼송동 337-2번지 2층 ,10588,37.6481351,126.8839494,태권도,189693.998248114    ,460656.333362875    ,체육도장업,사립,,
고양시,명문유도체육관,20091116,,13,영업중,,,,10508,경기도 고양시 덕양구 지도로 69 (토당동),경기도 고양시 덕양구 토당동 373-72번지 B01호,10508,37.6232201,126.8242936,유도,184424.004193073,457899.289366577,체육도장업,사립,,
고양시,경희대 미르 태권도장,20021203,,13,영업중,,,,10240,"경기도 고양시 일산서구 현중로 62, 탄현마을6단지 상가동 301호 (탄현동)",경기도 고양시 일산서구 탄현동 1479 탄현마을6단지 상가동 301호,10240,37.6961356127,126.7673689787,태권도,179510.156477004    ,466045.026465288    ,체육도장업,사립,,
고양시,중앙석사체육관,20010823,,13,영업중,,962-6777,,10475,"경기도 고양시 덕양구 화중로 177, 2층 206호 (화정동)",경기도 고양시 덕양구 화정동 865번지 신안상가 206호,412826,37.6435216,126.8321763,태권도,185123.437819044,460152.105907801,체육도장업,사립,,
고양시,중산석사덕양태권도장,20090918,,13,영업중,,976-4312,,,"경기도 고양시 일산동구 탄중로 398, 상가동 201호 (중산동,중산마을)",경기도 고양시 일산동구 중산동 1574번지 중산마을 상가동 201호,410831,37.6890190,126.7824369,,180681.679281685,465208.398948262,체육도장업,사립,,
고양시,국가대표참태권도장,20090212,,13,영업중,,031-979-8787,,10535,"경기도 고양시 덕양구 소원로 270, 302호 (행신동, 이스턴프라자)",경기도 고양시 덕양구 행신동 1104-2번지 이스턴프라자 302호,10535,37.6147798331,126.8513719530,태권도,186821.462974152    ,456969.675484503    ,체육도장업,사립,,
고양시,일산동구 한체대 석사 화랑태권도장,20030530,,13,영업중,,031-908-3233,,10412,"경기도 고양시 일산동구 산두로 13, 1층 (마두동)",경기도 고양시 일산동구 마두동 909-2번지 1층,410812,37.6606855,126.7883232,,181256.980425485,462062.738316609,체육도장업,사립,,
고양시,가온태권도장,20151016,,13,영업중,,031-977-2252,,10351,"경기도 고양시 일산서구 원일로 44, 301호 (일산동)",경기도 고양시 일산서구 일산동 960-11번지 301호,10351,37.6867371,126.7671499,태권도,179397.866231027,464960.078181007,체육도장업,사립,,
고양시,한가림 다올 태권도장,20070813,,13,영업중,,,,10359,"경기도 고양시 일산동구 대산로 16, 301호 (정발산동)",경기도 고양시 일산동구 정발산동 1176-2 301호,10359,37.6699614012,126.7746792374,,179952.285623242    ,463143.290464163    ,체육도장업,사립,,
고양시,경희대 위드 태권도장,20160311,,13,영업중,,,,10307,"경기도 고양시 일산동구 숲속마을1로 29-37, 206호 (풍동, 서광 미르프라자)",경기도 고양시 일산동구 풍동 1292-1번지,10307,37.6636288,126.7967922,태권도,182006.889352805,462388.457548258,체육도장업,사립,,
고양시,성저태비태권도장,20080227,,13,영업중,,031-911-0068,,10369,"경기도 고양시 일산서구 성저로 118, 1층 (대화동)",경기도 고양시 일산서구 대화동 2004-2 1층호,10369,37.6843972869,126.7596476881,태권도,178731.447370624    ,464692.076654852    ,체육도장업,사립,,
고양시,원펀치 쓰리 칼로리,20170222,,13,영업중,,,,10500,"경기도 고양시 덕양구 화신로260번길 36, 지1층 (화정동, 밀레니엄타워)",경기도 고양시 덕양구 화정동 977번지,10500,37.6320535,126.8330409,권투,185196.986951486,458879.234917578,체육도장업,사립,,
고양시,고양 명성 태권도장,19960401,,13,영업중,,031-970-6433,,10528,"경기도 고양시 덕양구 화신로 31, 201, 202호 (행신동, 삼보상가)","경기도 고양시 덕양구 행신동 771번지 삼보상가 2층 201, 202호 ",412220,37.6160231670,126.8379250690,태권도,185624.891875387    ,457096.987629254    ,체육도장업,사립,,
고양시,익스트림 컴뱃,20170328,,13,영업중,,,,10380,"경기도 고양시 일산서구 강성로 239, 5층 (대화동)",경기도 고양시 일산서구 대화동 2198-1 5층 ,10380,37.6757217566,126.7503218111,권투,177693.645          ,463804.75           ,체육도장업,사립,,
고양시,우슈(쿵후)대호무술관,20040507,,13,영업중,,924-6168,,,,경기도 고양시 일산동구 중산동 17-0043번지 나동 201호,410831,37.6830454,126.7921472,,,,체육도장업,사립,N,
고양시,비룡 태권도,20061106,,13,영업중,,031-903-0055,,,"경기도 고양시 일산동구 숲속마을로 49-32 (풍동,3층)",경기도 고양시 일산동구 풍동 1285-1번지 3층,410330,37.6657102,126.7968772,,182013.541680505,462619.565925938,체육도장업,사립,,
고양시,쌍용체육관,19930629,,13,영업중,,972-3955,,,,경기도 고양시 덕양구 행신동 602-2번지,412824,37.6206380,126.8328969,,,,체육도장업,사립,N,
고양시,강호태권도장,20140403,,13,영업중,,962-1222,,10324,"경기도 고양시 일산동구 위시티3로 75, 2층 (식사동)",경기도 고양시 일산동구 식사동 1574-1 ,410821,37.6745471849,126.8135071473,,183547.38622800000  ,463893.63159000000  ,체육도장업,사립,,
고양시,K비전 태권도장,20110318,,13,영업중,,,,10298,"경기도 고양시 덕양구 마상로113번길 75, 신진빌딩 2층 202,203호 (주교동)",경기도 고양시 덕양구 주교동 556-4 신진빌딩 ,10298,37.6634498293,126.8383829977,태권도,185599.110976219    ,462200.534262514    ,체육도장업,사립,,
고양시,경희대국가대표 풍산태권도,20081121,,13,영업중,,907-9993,,10311,"경기도 고양시 일산동구 하늘마을1로 2, 506호 (중산동, 풍산프라자)",경기도 고양시 일산동구 중산동 1806번지 풍산프라자 506호,410315,37.6744300,126.7859599,,181053.603158947    ,463589.893767096    ,체육도장업,사립,,
고양시,용인대 한수 태권도장,20100705,,13,영업중,,912-3330,,10384,"경기도 고양시 일산서구 주엽로 121, 상가동 106,107,108호 (주엽동, 문촌마을15단지)","경기도 고양시 일산서구 주엽동 135번지 문촌마을 15단지 부영아파트상가 106, 107, 108호",10384,37.6704608,126.7559575,태권도,178404.188123779,463157.411876409,체육도장업,사립,,
고양시,비호태권도장,19990116,,13,영업중,,907-7005,,10415,"경기도 고양시 일산동구 강석로 108, 상가동 301호 (마두동, 강촌마을5단지)",경기도 고양시 일산동구 마두동 789번지 강촌라이프상가301호,410811,37.6511039,126.7810759,,180616.226680491,461000.693889075,체육도장업,사립,,
고양시,일산나라찬태권도장,20120427,,13,영업중,,914-9314,,10249,"경기도 고양시 일산서구 탄현로 60, 202,203호 (탄현동, 탄현마을7단지상가)","경기도 고양시 일산서구 탄현동 1480번지 부영7단지상가 202, 203호",10249,37.6973746,126.7702911,태권도,179676.858876784,466138.735547204,체육도장업,사립,,
고양시,Best 내유 태권도장,20020521,,13,영업중,,031-969-8151,,10263,"경기도 고양시 덕양구 유산길 35, 2층 (내유동)",경기도 고양시 덕양구 내유동 659-1 ,10263,37.7267514901,126.8467962816,태권도,186408.372016946    ,469373.217863166    ,체육도장업,사립,,
고양시,김재훈태권도장,20040917,,13,영업중,,031-915-8558,,10380,"경기도 고양시 일산서구 중앙로 1547, 504,505호 (대화동, KINTEX ZONE빌딩)","경기도 고양시 일산서구 대화동 2239 KINTEX ZONE빌딩 504,505호",411806,37.6747974930,126.7495486697,태권도,177837.471764641    ,463631.424521537    ,체육도장업,사립,,
고양시,덕이 비룡태권도장,20110526,,13,영업중,,,,10234,"경기도 고양시 일산서구 하이파크3로 84, 801호 (덕이동, 신성프라자)",경기도 고양시 일산서구 덕이동 1542번지 신성프라자 801호,10234,37.6989343,126.7531531,태권도,178161,466325,체육도장업,사립,,
고양시,선무 효 태권도장,20131016,,13,영업중,,031-901-5822,,10419,"경기도 고양시 일산동구 백석로 105, 2층 (백석동, 백송마을 상가동)",경기도 고양시 일산동구 백석동 1183번지 백송마을 상가동 2층,410361,37.6496038,126.7884004,,181262.398558446,460832.670736688,체육도장업,사립,,
고양시,경희코원체육관,20131023,,13,영업중,,918-5999,,10375,"경기도 고양시 일산서구 일산로 537 (일산동, 뉴월드코아)",경기도 고양시 일산서구 일산동 1084-4 ,10375,37.6772575062,126.7680989856,태권도,179474.645009168    ,463897.921672363    ,체육도장업,사립,,
고양시,동문키즈체육관,20020909,,13,영업중,,963-1820,,,"경기도 고양시 일산동구 은행마을로 46-13  (식사동,상가가동202호)",경기도 고양시 일산동구 식사동 941-4번지 상가가동202호,410820,37.6670495,126.8056007,,182775.768865023,462767.135206496,체육도장업,사립,,
고양시,대망태권도,20010615,,13,영업중,,970-5354,,10517,"경기도 고양시 덕양구 행신로143번길 28-34, 304호 (행신동)",경기도 고양시 덕양구 행신동 620-2번지 304호,10517,37.6200517,126.8324565,태권도,185143.3130136      ,457545.679191145    ,체육도장업,사립,,
고양시,JUMP 예체능 태권도장,20091030,,13,영업중,,031-913-8700,,10375,"경기도 고양시 일산서구 대산로 142 (주엽동, 문촌마을3단지아파트)",경기도 고양시 일산서구 주엽동 32번지,10375,37.6758181,126.7630130,태권도,179029.735917506,463749.60585447,체육도장업,사립,,
고양시,용인대KAT태권도,20090721,,13,영업중,,031-912-1367,,10372,"경기도 고양시 일산서구 후곡로 37, 상가동 203호 (일산동, 후곡마을5단지)","경기도 고양시 일산서구 일산동 1048 후곡마을 제상가동 203호,204호,205호 ",10372,37.6807386583,126.7640842190,태권도,179042.696766918    ,464306.039935137    ,체육도장업,사립,,0
고양시,고양 경희대힘찬 태권도장,19950515,,13,영업중,,,,10361,"경기도 고양시 일산서구 강선로 74, 305호 (주엽동, 강선마을8단지)",경기도 고양시 일산서구 주엽동 63번지 상가동 305호,10361,37.6697436,126.7665123,태권도,179335.868789335    ,463073.711845168    ,체육도장업,사립,,
고양시,국가대표 J 다온 태권도장,20150401,,13,영업중,,031-964-4700,,10551,"경기도 고양시 덕양구 도래울로 42-15, 401호 (도내동)",경기도 고양시 덕양구 도내동 1085 ,10551,37.6286584200,126.8696413502,태권도,188426.33259599     ,458488.974187578    ,체육도장업,사립,,
고양시,삼송 경호 태권도장,20150406,,13,영업중,,02-354-1191,,10598,"경기도 고양시 덕양구 동산2로 1, 401호 (동산동, 현대프라자)",경기도 고양시 덕양구 동산동 352번지 현대프라자 401호,10598,37.6447406,126.8861190,태권도,189884.043947221    ,460278.738402228    ,체육도장업,사립,,
고양시,형제화랑태권도장,20151224,,13,영업중,,031-969-2545,,10551,"경기도 고양시 덕양구 도래울로 104, 605호 (도내동, KB골든타워)",경기도 고양시 덕양구 도내동 964번지 KB골든타워 605호,10551,37.6343015,126.8719286,태권도,188628.881565242,459121.156633877,체육도장업,사립,,
고양시,용인대한울태권도장,20170911,,13,영업중,,,,10568,"경기도 고양시 덕양구 권율대로 903, 403호 (신원동, 건우아트프라자)",경기도 고양시 덕양구 신원동 619-2번지 ,10568,37.6641339874,126.8907581159,태권도,190295.925          ,462430.75           ,체육도장업,사립,,
고양시,레드존 복싱,20151228,,13,영업중,,,,10551,"경기도 고양시 덕양구 도래울로 104, 601호 (도내동, KB골든타워)",경기도 고양시 덕양구 도내동 964번지 KB골든타워 601호,10551,37.6343015,126.8719286,권투,188628.881565242,459121.156633877,체육도장업,사립,,
고양시,주공태권도,20091209,,13,영업중,,,,10305,"경기도 고양시 일산동구 숲속마을1로 76, 힘찬프라자 702.703호 (풍동)",경기도 고양시 일산동구 풍동 1275번지 힘찬프라자,10305,37.6677164,126.8003739,,182321.759279309,462843.053663104,체육도장업,사립,,
고양시,경희대 한 태권도장,20141229,,13,영업중,,031-968-1908,,10551,"경기도 고양시 덕양구 도래울3로 6, 2층 (도내동)",경기도 고양시 덕양구 도내동 1024번지 2층 ,10551,37.6305784,126.8700886,태권도,188468.633216512    ,458709.043413933    ,체육도장업,사립,,
고양시,수성도장(합기도),19991217,,13,영업중,,031-969-4220,,10275,"경기도 고양시 덕양구 혜음로 21, 4층 (고양동, 동원빌딩)",경기도 고양시 덕양구 고양동 231-1 동원빌딩 ,10275,37.7025445468,126.9016075756,합기도,191254.466067444    ,466683.135603368    ,체육도장업,사립,,0
고양시,헤세드장비태권도장,20160204,,13,영업중,,,,10517,"경기도 고양시 덕양구 행신로 155-3, 3층 (행신동)",경기도 고양시 덕양구 행신동 619-7번지 3층,10517,37.6193847,126.8322882,태권도,185128.748474077,457471.106389935,체육도장업,사립,,
고양시,삼송검도관,20030707,,13,영업중,,,,10568,"경기도 고양시 덕양구 통일로 343, 504-505호 (신원동, 삼송메디피아)",경기도 고양시 덕양구 신원동 618-1번지 ,10568,37.6648276,126.8906437,검도,190286.849752225    ,462508.691715551    ,체육도장업,사립,,
고양시,인검검도관,20040223,,13,영업중,,,,10306,"경기도 고양시 일산동구 숲속마을로 50-58, 3층 301.302호 (풍동, 보민프라자)",경기도 고양시 일산동구 풍동 1273-4번지 보민프라자 301.302호,410330,37.6676335,126.7993427,,182232.072816269,462832.498627811,체육도장업,사립,,
고양시,석사중산체육관,20100428,,13,영업중,,031-976-4538,,,"경기도 고양시 일산동구 탄중로417번길 4 (중산동,중산타운 4층)",경기도 고양시 일산동구 중산동 1580-3번지 중산타운 4층,410831,37.6870949,126.7797330,,180507.802934944,464998.420034527,체육도장업,사립,,
